"Series ID","Parent ID",Name,Unit,Frequency,Type,"Is Heading",Source,Comment
3208,3188,"Gross expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3209,3188,"Gross combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3210,3188,"Investment income ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3211,3188,"Profit ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3212,3188,"Retention ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3213,3012,"Key indicators of contractors all risk insurance",,,,True,"Maldives Monetary Authority",
3214,3213,"Gross written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3215,3213,"Reinsurance ceded",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3216,3213,"Net written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3217,3213,"Net earned premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3218,3213,"Gross claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3219,3213,"Net claims settled",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3220,3213,"Net incurred claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3221,3213,"Reinsurance commission",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3222,3213,"Management expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3223,3213,"Distribution expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3224,3213,"Investment income",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3225,3213,"Underwriting result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3226,3213,"Insurance result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3227,3213,"Gross written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3228,3213,"Net written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3229,3213,"Net loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3230,3213,"Net expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3231,3213,"Net combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3232,3213,"Gross loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3233,3213,"Gross expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3234,3213,"Gross combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3235,3213,"Investment income ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3236,3213,"Profit ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3237,3213,"Retention ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3238,3012,"Key indicators of travel insurance",,,,True,"Maldives Monetary Authority",
3239,3238,"Gross written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3240,3238,"Reinsurance ceded",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3241,3238,"Net written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3242,3238,"Net earned premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3243,3238,"Gross claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3244,3238,"Net claims settled",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3245,3238,"Net incurred claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3246,3238,"Reinsurance commission",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3247,3238,"Management expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3248,3238,"Distribution expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3249,3238,"Investment income",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3250,3238,"Underwriting result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3251,3238,"Insurance result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3252,3238,"Gross written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3253,3238,"Net written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3254,3238,"Net loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3255,3238,"Net expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3256,3238,"Net combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3257,3238,"Gross loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3258,3238,"Gross expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3259,3238,"Gross combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3260,3238,"Investment income ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3261,3238,"Profit ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3262,3238,"Retention ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3263,3012,"Key indicators of theft insurance",,,,True,"Maldives Monetary Authority",
3264,3263,"Gross written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3265,3263,"Reinsurance ceded",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3266,3263,"Net written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3267,3263,"Net earned premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3268,3263,"Gross claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3269,3263,"Net claims settled",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3270,3263,"Net incurred claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3271,3263,"Reinsurance commission",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3272,3263,"Management expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3273,3263,"Distribution expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3274,3263,"Investment income",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3275,3263,"Underwriting result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3276,3263,"Insurance result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3277,3263,"Gross written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3278,3263,"Net written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3279,3263,"Net loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3280,3263,"Net expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3281,3263,"Net combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3282,3263,"Gross loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3283,3263,"Gross expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3284,3263,"Gross combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3285,3263,"Investment income ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3286,3263,"Profit ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3287,3263,"Retention ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3288,3012,"Key indicators of money insurance",,,,True,"Maldives Monetary Authority",
3289,3288,"Gross written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3290,3288,"Reinsurance ceded",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3291,3288,"Net written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3292,3288,"Net earned premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3293,3288,"Gross claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3294,3288,"Net claims settled",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3295,3288,"Net incurred claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3296,3288,"Reinsurance commission",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3297,3288,"Management expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3298,3288,"Distribution expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3299,3288,"Investment income",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3300,3288,"Underwriting result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3301,3288,"Insurance result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3302,3288,"Gross written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3303,3288,"Net written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3304,3288,"Net loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3305,3288,"Net expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3306,3288,"Net combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3307,3288,"Gross loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3308,3288,"Gross expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3309,3288,"Gross combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3310,3288,"Investment income ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3311,3288,"Profit ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3312,3288,"Retention ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3313,3012,"Key indicators of aviation insurance",,,,True,"Maldives Monetary Authority",
3314,3313,"Gross written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3315,3313,"Reinsurance ceded",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3316,3313,"Net written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3317,3313,"Net earned premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3318,3313,"Gross claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3319,3313,"Net claims settled",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3320,3313,"Net incurred claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3321,3313,"Reinsurance commission",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3322,3313,"Management expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3323,3313,"Distribution expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3324,3313,"Investment income",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3325,3313,"Underwriting result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3326,3313,"Insurance result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3327,3313,"Gross written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3328,3313,"Net written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3329,3313,"Net loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3330,3313,"Net expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3331,3313,"Net combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3332,3313,"Gross loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3333,3313,"Gross expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3334,3313,"Gross combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3335,3313,"Investment income ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3336,3313,"Profit ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3337,3313,"Retention ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3338,3012,"Key indicators of other insurance",,,,True,"Maldives Monetary Authority",
3339,3338,"Gross written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3340,3338,"Reinsurance ceded",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3341,3338,"Net written premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3342,3338,"Net earned premium",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3343,3338,"Gross claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3344,3338,"Net claims settled",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3345,3338,"Net incurred claims",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3346,3338,"Reinsurance commission",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3347,3338,"Management expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3348,3338,"Distribution expenses",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3349,3338,"Investment income",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3350,3338,"Underwriting result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3351,3338,"Insurance result",Rufiyaa,Quarterly,Flow,False,"Maldives Monetary Authority",
3352,3338,"Gross written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3353,3338,"Net written premium as a % of total",Percent,Quarterly,,False,"Maldives Monetary Authority",
3354,3338,"Net loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3355,3338,"Net expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3356,3338,"Net combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3357,3338,"Gross loss ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3358,3338,"Gross expense ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3359,3338,"Gross combined ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3360,3338,"Investment income ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3361,3338,"Profit ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3362,3338,"Retention ratio",Percent,Quarterly,,False,"Maldives Monetary Authority",
3363,2219,"Assets And Liabilities of Insurance Corporations",,,,True,"Maldives Monetary Authority",
3364,3363,"Total assets of insurance companies",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
3365,3364,"Foreign assets",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
3366,3365,"Prepaid premiums and outstanding claims by nonresidents",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
3367,3364,"Deposits with central bank",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
3368,3364,"Deposits with other depository corporations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
3369,3364,"Securities other than shares",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
3370,3364,"Loans and advances",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
3371,3364,"Shares and other equity",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
3372,3364,"Other assets",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
3373,3364,"Non-financial assets",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
3374,3363,"Total liabilities of insurance companies",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
3375,3374,"Foreign liabilities",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
3376,3374,"Central government liabilities",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
3377,3374,"Insurance technical reserves",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
3378,3374,"Other liabilities",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
3379,3374,"Shares and other equity",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
3380,,"External Sector",,,,True,"Bank of Maldives Plc; Gan International Airport; International Monetary Fund; Maamigili International Airport; Maldives Airports Company Limited; Maldives Customs Service; Maldives Monetary Authority; Ministry of Finance; Maldives Bureau of Statistics; World Bank",
3381,3380,"Reserve Data Template",,,,True,"Maldives Monetary Authority",
3382,3381,"Official reserve assets","US dollar",Monthly,Stock,False,"Maldives Monetary Authority",
3383,3382,"Foreign currency reserves","US dollar",Monthly,Stock,False,"Maldives Monetary Authority",
3384,3383,Securities,"US dollar",Monthly,Stock,False,"Maldives Monetary Authority",
3385,3383,"Currency and deposits","US dollar",Monthly,Stock,False,"Maldives Monetary Authority",
3386,3385,"Other national central banks, BIS and IMF","US dollar",Monthly,Stock,False,"Maldives Monetary Authority",
3387,3385,"Banks headquartered outside reporting country","US dollar",Monthly,Stock,False,"Maldives Monetary Authority",
3388,3382,"IMF reserve position","US dollar",Monthly,Stock,False,"Maldives Monetary Authority",
3389,3382,SDRs,"US dollar",Monthly,Stock,False,"Maldives Monetary Authority",
3390,3382,"Other reserve assets","US dollar",Monthly,Stock,False,"Maldives Monetary Authority",
3391,3381,"Other foreign currency assets","US dollar",Monthly,Stock,False,"Maldives Monetary Authority",
3392,3391,"Securities not included in official reserve assets","US dollar",Monthly,Stock,False,"Maldives Monetary Authority",
